====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
AKENR   |       N/A       N/A       N/A  |       0.60       0.42 |       3.2772
AKHAN   |       N/A       N/A       N/A  |       1.77       1.19 |       3.9365
AKSUE   |       N/A       N/A       N/A  |       3.29      36.03 |       5.4718
AKYHO   |       N/A       N/A       N/A  |       0.61       5.92 |       3.3951
ALCAR   |       N/A       N/A       N/A  |       4.16       1.12 |       5.2496
ALCTL   |       N/A       N/A       N/A  |       2.01       1.28 |       4.0707
ALGYO   |       N/A       N/A       N/A  |       0.47      14.35 |       3.4846
ALKA    |       N/A       N/A       N/A  |       3.13       2.50 |       4.7105
ALKIM   |       N/A       N/A       N/A  |     121.54       1.09 |      36.8782
ALKLC   |       N/A       N/A       N/A  |      14.58       7.46 |      10.2654
ANELE   |       N/A       N/A       N/A  |      12.98       4.62 |       9.8069
ANGEN   |       N/A       N/A       N/A  |       1.32       3.13 |       3.7324
ARCLK   |       N/A      6.51       N/A  |       0.83       0.13 |       3.4013
ARENA   |       N/A       N/A       N/A  |       1.31       0.09 |       3.6641
ARFYE   |       N/A       N/A       N/A  |       2.74      12.59 |       4.6999
ARSAN   |       N/A       N/A       N/A  |       0.53      41.60 |       4.0669
ARZUM   |       N/A       N/A       N/A  |        N/A       0.27 |       8.4466
ATAGY   |       N/A       N/A       N/A  |       0.77      12.92 |       3.6253
ATAKP   |       N/A       N/A       N/A  |       1.08       1.98 |       3.5757
AVGYO   |       N/A       N/A       N/A  |       0.71       6.97 |       3.4711
AVHOL   |       N/A       N/A       N/A  |       1.63       3.36 |       3.9057
AVOD    |       N/A       N/A       N/A  |       0.89       0.66 |       3.4447
AYCES   |       N/A       N/A       N/A  |       3.22      39.93 |       5.5106
AYDEM   |       N/A      3.44       N/A  |       0.43       1.46 |       3.2051
AZTEK   |       N/A       N/A       N/A  |       2.65       0.55 |       4.4107
BAGFS   |       N/A     27.87       N/A  |      49.56       0.83 |      18.8759
BAHKM   |       N/A       N/A       N/A  |       4.81       6.51 |       5.7191
BAKAB   |       N/A       N/A       N/A  |       1.30       0.60 |       3.6705
BANVT   |       N/A       N/A       N/A  |       1.53       0.55 |       3.7935
BAYRK   |       N/A       N/A       N/A  |       4.92       5.00 |       5.7450
BEGYO   |       N/A       N/A       N/A  |       0.63      21.48 |       3.7163
BERA    |       N/A       N/A       N/A  |       0.34       0.57 |       3.1394
BEYAZ   |       N/A       N/A       N/A  |       1.93       0.13 |       4.0065
BIENY   |       N/A       N/A       N/A  |       0.59       0.65 |       3.2795
BIGEN   |       N/A       N/A       N/A  |      13.83      40.94 |      10.7476
BINBN   |       N/A       N/A       N/A  |      11.10      39.90 |       9.8445
BINHO   |       N/A       N/A       N/A  |       1.03        N/A |       3.7070
BIZIM   |       N/A       N/A       N/A  |      15.91       0.06 |      10.4502
BJKAS   |       N/A       N/A       N/A  |       2.08       1.41 |       4.1135
BMSTL   |       N/A       N/A       N/A  |      10.23       5.53 |       8.6797
BOBET   |       N/A       N/A       N/A  |       1.06       0.65 |       3.5362
BORLS   |       N/A       N/A       N/A  |        N/A       0.72 |       8.4555
BORSK   |       N/A       N/A       N/A  |       0.77       1.11 |       3.3882
BRISA   |       N/A      5.15       N/A  |       1.02       0.62 |       3.5139
BRKO    |       N/A       N/A       N/A  |       0.87      12.20 |       3.6630
BRLSM   |       N/A       N/A       N/A  |       2.63       0.82 |       4.4033
BRMEN   |       N/A       N/A       N/A  |      61.94       7.70 |      22.1085
BSOKE   |       N/A       N/A       N/A  |       4.49      10.49 |       5.6184
BTCIM   |       N/A       N/A       N/A  |       1.68       2.36 |       3.9137
BUCIM   |       N/A       N/A       N/A  |       0.54       0.71 |       3.2537
BURCE   |       N/A       N/A       N/A  |       3.25       5.05 |       4.8296
BURVA   |       N/A       N/A       N/A  |      76.51      32.17 |      26.2418
BVSAN   |       N/A       N/A       N/A  |       1.69       1.34 |       3.8976
BYDNR   |       N/A       N/A       N/A  |       2.09       0.76 |       4.1038
CANTE   |       N/A       N/A       N/A  |       0.44       2.05 |       3.2245
CASA    |       N/A       N/A       N/A  |       2.33      -1.06 |       4.4248
CELHA   |       N/A       N/A       N/A  |       1.34       3.45 |       3.7489
CEMAS   |       N/A       N/A       N/A  |       0.94       2.38 |       3.5061
CEMTS   |       N/A       N/A       N/A  |       0.73       0.81 |       3.3582
CEMZY   |       N/A       N/A       N/A  |       6.82      11.98 |       6.9316
CMBTN   |       N/A       N/A       N/A  |      12.16       0.66 |       9.5240
CRFSA   |       N/A       N/A       N/A  |        N/A       0.23 |       8.4459
CUSAN   |       N/A       N/A       N/A  |       2.27       0.66 |       4.2050
CVKMD   |       N/A       N/A       N/A  |       5.52      17.86 |       6.3332
DAGI    |       N/A       N/A       N/A  |       1.98       1.03 |       4.0510
DARDL   |       N/A       N/A       N/A  |       0.65       0.35 |       3.3081
DCTTR   |       N/A       N/A       N/A  |       1.76       3.29 |       3.9730
DENGE   |       N/A       N/A       N/A  |       1.05       2.42 |       3.5692
DERHL   |       N/A       N/A       N/A  |       1.52       0.61 |       3.7892
DESPC   |       N/A       N/A       N/A  |       2.38       0.12 |       4.2544
DEVA    |       N/A       N/A       N/A  |       0.49       0.72 |       3.2254
DGGYO   |       N/A       N/A       N/A  |       0.87      11.25 |       3.6433
DGNMO   |       N/A       N/A       N/A  |       2.24       0.24 |       4.1794
DIRIT   |       N/A       N/A       N/A  |      16.12     117.88 |      12.8572
DITAS   |       N/A       N/A       N/A  |       2.57       2.14 |       4.3974
DMSAS   |       N/A       N/A       N/A  |       1.41       0.63 |       3.7302
DOFER   |       N/A       N/A       N/A  |       1.14       0.25 |       3.5723
DOGUB   |       N/A       N/A       N/A  |      59.03      56.12 |      22.3506
DOKTA   |       N/A       N/A       N/A  |       1.17       0.54 |       3.5955
DURDO   |       N/A       N/A       N/A  |       2.66       1.02 |       4.4237
DYOBY   |       N/A       N/A       N/A  |       0.52       0.47 |       3.2352
ECILC   |       N/A       N/A       N/A  |       0.78       5.27 |       3.4767
ECOGR   |       N/A       N/A       N/A  |       1.21       3.50 |       3.6742
ECZYT   |       N/A       N/A       N/A  |       1.02        N/A |       3.7010
EDATA   |       N/A       N/A       N/A  |       8.54       3.41 |       7.7088
EGSER   |       N/A       N/A       N/A  |     113.79       0.51 |      34.9290
EKIZ    |       N/A       N/A       N/A  |       2.15       2.05 |       4.1624
EKOS    |       N/A       N/A       N/A  |       2.56       3.23 |       4.4131
EKSUN   |       N/A       N/A       N/A  |       1.60       0.37 |       3.8286
EMPAE   |       N/A       N/A       N/A  |       9.28       3.26 |       8.1105
ENDAE   |       N/A       N/A       N/A  |       0.66       5.82 |       3.4194
ENPRA   |       N/A       N/A       N/A  |      39.42      49.42 |      17.3134
ENSRI   |       N/A       N/A       N/A  |       2.28       7.89 |       4.3537
ENTRA   |       N/A       N/A       N/A  |       0.49       4.57 |       3.3035
EPLAS   |       N/A       N/A       N/A  |       0.30       0.47 |       3.1134
ERBOS   |       N/A       N/A       N/A  |       0.91       0.62 |       3.4525
ERCB    |       N/A       N/A       N/A  |       1.09       0.57 |       3.5496
ERSU    |       N/A       N/A       N/A  |       1.89       6.75 |       4.1177
ESCAR   |       N/A       N/A       N/A  |       3.22       5.91 |       4.8308
ESEN    |       N/A       N/A       N/A  |       0.55       4.68 |       3.3365
ETILR   |       N/A       N/A       N/A  |       2.37        N/A |       4.4447
ETYAT   |       N/A       N/A       N/A  |      11.55      14.41 |       9.5827
EUHOL   |       N/A       N/A       N/A  |       2.82   -3671.22 |       4.6947
EUKYO   |       N/A       N/A       N/A  |       8.91      11.53 |       8.0714
EUYO    |       N/A       N/A       N/A  |       4.30       5.83 |       5.4239
EYGYO   |       N/A       N/A       N/A  |       0.87       2.64 |       3.4710
FENER   |       N/A       N/A       N/A  |       2.11       1.81 |       4.1395
FLAP    |       N/A       N/A       N/A  |       0.98       2.89 |       3.5385
FORMT   |       N/A       N/A       N/A  |       1.06       2.70 |       3.5806
FRIGO   |       N/A       N/A       N/A  |       0.62       1.33 |       3.3092
FZLGY   |       N/A       N/A       N/A  |       4.21       6.01 |       5.3768
GLBMD   |       N/A       N/A       N/A  |       2.84       0.06 |       4.5061
GMTAS   |       N/A       N/A       N/A  |        N/A        N/A |       8.6412
GOODY   |       N/A       N/A       N/A  |       1.97       0.18 |       4.0263
GOZDE   |       N/A       N/A       N/A  |       0.34   19684.86 |     396.8275
GRNYO   |       N/A       N/A       N/A  |       7.59       1.54 |       7.1441
GSRAY   |       N/A       N/A       N/A  |       0.87       0.87 |       3.4384
GUNDG   |       N/A       N/A       N/A  |      80.32      38.22 |      27.3139
GZNMI   |       N/A       N/A       N/A  |       3.09       1.25 |       4.6647
HATEK   |       N/A       N/A       N/A  |       0.64       1.07 |       3.3163
HATSN   |       N/A       N/A       N/A  |       1.98       2.73 |       4.0838
HEKTS   |       N/A       N/A       N/A  |       1.89       5.04 |       4.0824
HKTM    |       N/A       N/A       N/A  |       1.06       1.34 |       3.5510
HOROZ   |       N/A       N/A       N/A  |       1.46       0.48 |       3.7512
HRKET   |       N/A       N/A       N/A  |       1.93       1.99 |       4.0437
HUBVC   |       N/A       N/A       N/A  |       1.39      98.03 |       5.6663
HUNER   |       N/A       N/A       N/A  |       0.82       4.12 |       3.4758
HURGZ   |       N/A       N/A       N/A  |       1.67       3.30 |       3.9257
ICUGS   |       N/A       N/A       N/A  |       3.35       7.12 |       4.9273
IEYHO   |       N/A       N/A       N/A  |      36.69      41.67 |      16.4757
IHAAS   |       N/A       N/A       N/A  |      32.01      17.60 |      14.8261
IHEVA   |       N/A       N/A       N/A  |       0.36       0.20 |       3.1421
IHLAS   |       N/A       N/A       N/A  |       0.64       0.21 |       3.2991
IHYAY   |       N/A       N/A       N/A  |       1.14       0.22 |       3.5717
IMASM   |       N/A       N/A       N/A  |       0.91       1.02 |       3.4637
INTEM   |       N/A       N/A       N/A  |       5.32       2.56 |       5.9204
ISATR   |       N/A       N/A       N/A  |  293908.10  309667.78 |   79676.8512
ISBTR   |       N/A       N/A       N/A  |   31468.95   33156.35 |    8536.8350
ISGSY   |       N/A       N/A       N/A  |       0.98        N/A |       3.6817
ISGYO   |       N/A     60.42       N/A  |       0.46       8.67 |       3.3654
ISSEN   |       N/A       N/A       N/A  |       0.54       0.70 |       3.2544
IZFAS   |       N/A       N/A       N/A  |      29.16      25.39 |      14.2691
IZMDC   |       N/A       N/A       N/A  |       0.69       0.22 |       3.3243
JANTS   |       N/A       N/A       N/A  |       1.56       1.76 |       3.8358
KAPLM   |       N/A       N/A       N/A  |       7.74       4.71 |       7.2920
KAREL   |       N/A       N/A       N/A  |       8.15       0.49 |       7.4312
KARTN   |       N/A       N/A       N/A  |       4.70       3.09 |       5.5900
KAYSE   |       N/A       N/A       N/A  |       0.14       0.67 |       3.0335
KENT    |       N/A       N/A       N/A  |      16.49       7.51 |      10.7420
KFEIN   |       N/A       N/A       N/A  |       1.41       0.61 |       3.7267
KGYO    |       N/A       N/A       N/A  |       8.74       6.08 |       7.8712
KLGYO   |       N/A       N/A       N/A  |       0.28       5.09 |       3.1979
KLMSN   |       N/A       N/A       N/A  |       0.68       0.37 |       3.3197
KLSER   |       N/A       N/A       N/A  |       6.92       0.93 |       6.7663
KLYPV   |       N/A       N/A       N/A  |       1.77       3.40 |       3.9843
KNFRT   |       N/A       N/A       N/A  |       2.34       0.51 |       4.2367
KONKA   |       N/A       N/A       N/A  |       0.68       1.87 |       3.3525
KONTR   |       N/A       N/A       N/A  |       0.62       0.24 |       3.2883
KOPOL   |       N/A       N/A       N/A  |       1.90       1.68 |       4.0209
KORDS   |       N/A     27.50       N/A  |       0.83       0.45 |       3.4042
KRPLS   |       N/A       N/A       N/A  |       1.83       0.82 |       3.9627
KTSKR   |       N/A       N/A       N/A  |       0.81       3.31 |       3.4538
KUVVA   |       N/A       N/A       N/A  |       9.10       4.93 |       8.0462
KZGYO   |       N/A       N/A       N/A  |       0.36        N/A |       3.3370
LRSHO   |       N/A       N/A       N/A  |       0.38       0.39 |       3.1583
LXGYO   |       N/A       N/A       N/A  |       2.53       6.33 |       4.4566
LYDHO   |       N/A       N/A       N/A  |       9.42    1029.48 |      28.7112
MAGEN   |       N/A       N/A       N/A  |       5.78      60.22 |       7.3222
MAKTK   |       N/A       N/A       N/A  |       1.44       2.57 |       3.7846
MANAS   |       N/A       N/A       N/A  |       8.62      21.87 |       8.1182
MARKA   |       N/A       N/A       N/A  |       9.25      21.49 |       8.4574
MARMR   |       N/A       N/A       N/A  |       1.51        N/A |       3.9705
MCARD   |       N/A       N/A       N/A  |       8.27       6.38 |       7.6158
MEKAG   |       N/A       N/A       N/A  |       2.03       1.08 |       4.0789
MEPET   |       N/A       N/A       N/A  |       0.61       0.42 |       3.2866
METRO   |       N/A       N/A       N/A  |       1.17      21.32 |       4.0109
MEYSU   |       N/A       N/A       N/A  |       3.17       3.13 |       4.7462
MIATK   |       N/A       N/A       N/A  |       3.51       7.68 |       5.0238
MRSHL   |       N/A       N/A       N/A  |      20.85       6.01 |      11.8046
MZHLD   |       N/A       N/A       N/A  |      10.25       0.28 |       8.5827
NETAS   |       N/A       N/A       N/A  |        N/A       0.32 |       8.4475
NIBAS   |       N/A       N/A       N/A  |       3.38      12.35 |       5.0444
NUGYO   |       N/A       N/A       N/A  |       0.50       5.22 |       3.3189
